RxCUI,TTY,Name,Branded Name,Dose Form,USP Category,USP Class,USP Pharmacotherapeutic Group
1656318,SCD,CEFOTAXIME 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1656320,SBD,CEFOTAXIME 2000 MG INJECTION [CLAFORAN],CLAFORAN,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
309068,SCD,CEFOTAXIME 500 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
543682,SBD,CEFOTAXIME 500 MG INJECTION [CLAFORAN],CLAFORAN,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1739890,SCD,CEFOXITIN 100 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665102,SCD,CEFOXITIN 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665105,SBD,CEFOXITIN 1000 MG INJECTION [MEFOXIN],MEFOXIN,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
309072,SCD,CEFOXITIN 200 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665107,SCD,CEFOXITIN 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665109,SBD,CEFOXITIN 2000 MG INJECTION [MEFOXIN],MEFOXIN,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
309079,SCD,CEFPODOXIME 10 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
309076,SCD,CEFPODOXIME 100 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
309077,SCD,CEFPODOXIME 20 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
309078,SCD,CEFPODOXIME 200 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
309080,SCD,CEFPROZIL 25 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
197452,SCD,CEFPROZIL 250 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
206288,SBD,CEFPROZIL 250 MG ORAL TABLET [CEFZIL],CEFZIL,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
309081,SCD,CEFPROZIL 50 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
197453,SCD,CEFPROZIL 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
206298,SBD,CEFPROZIL 500 MG ORAL TABLET [CEFZIL],CEFZIL,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
1040012,SBD,CEFTAROLINE FOSAMIL 400 MG INJECTION [TEFLARO],TEFLARO,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1040016,SBD,CEFTAROLINE FOSAMIL 600 MG INJECTION [TEFLARO],TEFLARO,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1659283,SCD,CEFTAZIDIME 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1659285,SBD,CEFTAZIDIME 1000 MG INJECTION [FORTAZ],FORTAZ,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1659292,SBD,CEFTAZIDIME 1000 MG INJECTION [TAZICEF],TAZICEF,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
242800,SCD,CEFTAZIDIME 200 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Cephalosporins",
206422,SBD,CEFTAZIDIME 200 MG/ML INJECTABLE SOLUTION [FORTAZ],FORTAZ,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Cephalosporins",
206423,SBD,CEFTAZIDIME 200 MG/ML INJECTABLE SOLUTION [TAZICEF],TAZICEF,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Cephalosporins",
1659287,SCD,CEFTAZIDIME 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1659289,SBD,CEFTAZIDIME 2000 MG INJECTION [FORTAZ],FORTAZ,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1659294,SBD,CEFTAZIDIME 2000 MG INJECTION [TAZICEF],TAZICEF,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1659281,SBD,CEFTAZIDIME 500 MG INJECTION [FORTAZ],FORTAZ,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
581580,SBD,CEFTIBUTEN 18 MG/ML ORAL SUSPENSION [CEDAX],CEDAX,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
897288,SBD,CEFTIBUTEN 36 MG/ML ORAL SUSPENSION [CEDAX],CEDAX,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
108395,SBD,CEFTIBUTEN 400 MG ORAL CAPSULE [CEDAX],CEDAX,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
309090,SCD,CEFTRIAXONE 100 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665023,SBD,CEFTRIAXONE 1000 MG INJECTION [ROCEPHIN],ROCEPHIN,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665046,SCD,CEFTRIAXONE 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
309092,SCD,CEFTRIAXONE 250 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665005,SCD,CEFTRIAXONE 500 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
309095,SCD,CEFUROXIME 125 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
1665444,SCD,CEFUROXIME 1500 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
1665447,SBD,CEFUROXIME 1500 MG INJECTION [ZINACEF],ZINACEF,INJECTION,Antibacterials,"Beta-lactam, Cephalosporins",
309110,SCD,CEPHALEXIN 25 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
309112,SCD,CEPHALEXIN 250 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
212306,SBD,CEPHALEXIN 250 MG ORAL CAPSULE [KEFLEX],KEFLEX,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
309115,SCD,CEPHALEXIN 250 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
645617,SCD,CEPHALEXIN 333 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
1867697,SBD,CEPHALEXIN 333 MG ORAL CAPSULE [DAXBIA],DAXBIA,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
759721,SBD,CEPHALEXIN 333 MG ORAL CAPSULE [KEFLEX],KEFLEX,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
309113,SCD,CEPHALEXIN 50 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Cephalosporins",
309114,SCD,CEPHALEXIN 500 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
212339,SBD,CEPHALEXIN 500 MG ORAL CAPSULE [KEFLEX],KEFLEX,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
197454,SCD,CEPHALEXIN 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Cephalosporins",
637173,SCD,CEPHALEXIN 750 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
637175,SBD,CEPHALEXIN 750 MG ORAL CAPSULE [KEFLEX],KEFLEX,ORAL CAPSULE,Antibacterials,"Beta-lactam, Cephalosporins",
1664981,SCD,AZTREONAM 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Other",
1664984,SBD,AZTREONAM 1000 MG INJECTION [AZACTAM],AZACTAM,INJECTION,Antibacterials,"Beta-lactam, Other",
1664986,SCD,AZTREONAM 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Other",
1664988,SBD,AZTREONAM 2000 MG INJECTION [AZACTAM],AZACTAM,INJECTION,Antibacterials,"Beta-lactam, Other",
1039654,SCD,DORIPENEM 250 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Other",
1039657,SBD,DORIPENEM 250 MG INJECTION [DORIBAX],DORIBAX,INJECTION,Antibacterials,"Beta-lactam, Other",
744808,SCD,DORIPENEM 500 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Other",
744812,SBD,DORIPENEM 500 MG INJECTION [DORIBAX],DORIBAX,INJECTION,Antibacterials,"Beta-lactam, Other",
1734686,SBD,ERTAPENEM 1000 MG INJECTION [INVANZ],INVANZ,INJECTION,Antibacterials,"Beta-lactam, Other",
1722939,SCD,MEROPENEM 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Other",
1722941,SBD,MEROPENEM 1000 MG INJECTION [MERREM],MERREM,INJECTION,Antibacterials,"Beta-lactam, Other",
1722934,SCD,MEROPENEM 500 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Other",
1722937,SBD,MEROPENEM 500 MG INJECTION [MERREM],MERREM,INJECTION,Antibacterials,"Beta-lactam, Other",
731566,SBD,1 ML PENICILLIN G BENZATHINE 600000 UNT/ML PREFILLED SYRINGE [BICILLIN L-A],BICILLIN L-A,PREFILLED SYRINGE,Antibacterials,"Beta-lactam, Penicillins",
745560,SCD,1 ML PENICILLIN G PROCAINE 600000 UNT/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Antibacterials,"Beta-lactam, Penicillins",
731568,SBD,2 ML PENICILLIN G BENZATHINE 600000 UNT/ML PREFILLED SYRINGE [BICILLIN L-A],BICILLIN L-A,PREFILLED SYRINGE,Antibacterials,"Beta-lactam, Penicillins",
745309,SBD,2 ML PENICILLIN G BENZATHINE 600000 UNT/ML PREFILLED SYRINGE [PERMAPEN],PERMAPEN,PREFILLED SYRINGE,Antibacterials,"Beta-lactam, Penicillins",
745462,SCD,2 ML PENICILLIN G PROCAINE 600000 UNT/ML PREFILLED SYRINGE,,PREFILLED SYRINGE,Antibacterials,"Beta-lactam, Penicillins",
731571,SBD,4 ML PENICILLIN G BENZATHINE 600000 UNT/ML PREFILLED SYRINGE [BICILLIN L-A],BICILLIN L-A,PREFILLED SYRINGE,Antibacterials,"Beta-lactam, Penicillins",
312128,SCD,50 ML OXACILLIN 20 MG/ML INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
240637,SCD,50 ML OXACILLIN 40 MG/ML INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
207390,SCD,50 ML PENICILLIN G POTASSIUM 20000 UNT/ML INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
204466,SCD,50 ML PENICILLIN G POTASSIUM 40000 UNT/ML INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
207391,SCD,50 ML PENICILLIN G POTASSIUM 60000 UNT/ML INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
308177,SCD,AMOXICILLIN 125 MG CHEWABLE TABLET,,CHEWABLE TABLET,Antibacterials,"Beta-lactam, Penicillins",
308181,SCD,AMOXICILLIN 200 MG CHEWABLE TABLET,,CHEWABLE TABLET,Antibacterials,"Beta-lactam, Penicillins",
313797,SCD,AMOXICILLIN 25 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Penicillins",
598025,SCD,AMOXICILLIN 250 MG CHEWABLE TABLET,,CHEWABLE TABLET,Antibacterials,"Beta-lactam, Penicillins",
308182,SCD,AMOXICILLIN 250 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Penicillins",
313850,SCD,AMOXICILLIN 40 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Penicillins",
308188,SCD,AMOXICILLIN 400 MG CHEWABLE TABLET,,CHEWABLE TABLET,Antibacterials,"Beta-lactam, Penicillins",
239191,SCD,AMOXICILLIN 50 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Penicillins",
308191,SCD,AMOXICILLIN 500 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Penicillins",
94406,SBD,AMOXICILLIN 500 MG ORAL CAPSULE [TRIMOX],TRIMOX,ORAL CAPSULE,Antibacterials,"Beta-lactam, Penicillins",
308192,SCD,AMOXICILLIN 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Penicillins",
828246,SBD,AMOXICILLIN 775 MG EXTENDED RELEASE ORAL TABLET [MOXATAG],MOXATAG,EXTENDED RELEASE ORAL TABLET,Antibacterials,"Beta-lactam, Penicillins",
308189,SCD,AMOXICILLIN 80 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Penicillins",
308194,SCD,AMOXICILLIN 875 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Penicillins",
789980,SCD,AMPICILLIN 100 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Penicillins",
1721475,SCD,AMPICILLIN 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
308207,SCD,AMPICILLIN 125 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
1721476,SCD,AMPICILLIN 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
313799,SCD,AMPICILLIN 25 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Penicillins",
1721473,SCD,AMPICILLIN 250 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
313800,SCD,AMPICILLIN 250 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Penicillins",
308210,SCD,AMPICILLIN 50 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,"Beta-lactam, Penicillins",
1721474,SCD,AMPICILLIN 500 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
308212,SCD,AMPICILLIN 500 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Penicillins",
197595,SCD,DICLOXACILLIN 250 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Penicillins",
197596,SCD,DICLOXACILLIN 500 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Penicillins",
239189,SCD,NAFCILLIN 100 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Penicillins",
1721458,SCD,NAFCILLIN 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
1721460,SCD,NAFCILLIN 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
312127,SCD,OXACILLIN 100 MG/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Penicillins",
1743547,SCD,OXACILLIN 1000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
1743549,SCD,OXACILLIN 2000 MG INJECTION,,INJECTION,Antibacterials,"Beta-lactam, Penicillins",
863538,SCD,PENICILLIN G POTASSIUM 1000000 UNT/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Penicillins",
995906,SBD,PENICILLIN G POTASSIUM 1000000 UNT/ML INJECTABLE SOLUTION [PFIZERPEN],PFIZERPEN,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Penicillins",
745302,SCD,PENICILLIN G SODIUM 100000 UNT/ML INJECTABLE SOLUTION,,INJECTABLE SOLUTION,Antibacterials,"Beta-lactam, Penicillins",
834046,SCD,PENICILLIN V POTASSIUM 25 MG/ML ORAL SOLUTION,,ORAL SOLUTION,Antibacterials,"Beta-lactam, Penicillins",
1088677,SCD,PENICILLIN V POTASSIUM 250 MG ORAL CAPSULE,,ORAL CAPSULE,Antibacterials,"Beta-lactam, Penicillins",
834061,SCD,PENICILLIN V POTASSIUM 250 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Penicillins",
834040,SCD,PENICILLIN V POTASSIUM 50 MG/ML ORAL SOLUTION,,ORAL SOLUTION,Antibacterials,"Beta-lactam, Penicillins",
834102,SCD,PENICILLIN V POTASSIUM 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,"Beta-lactam, Penicillins",
750157,BPCK,{3 (AZITHROMYCIN 500 MG ORAL TABLET [ZITHROMAX]) } PACK [TRI-PAK],ZITHROMAX,PACK,Antibacterials,Macrolides,
749780,GPCK,{3 (AZITHROMYCIN 500 MG ORAL TABLET) } PACK,,PACK,Antibacterials,Macrolides,
750149,BPCK,{6 (AZITHROMYCIN 250 MG ORAL TABLET [ZITHROMAX]) } PACK [Z-PAK],ZITHROMAX,PACK,Antibacterials,Macrolides,
749783,GPCK,{6 (AZITHROMYCIN 250 MG ORAL TABLET) } PACK,,PACK,Antibacterials,Macrolides,
1148107,GPCK,{6 (AZITHROMYCIN 500 MG ORAL TABLET) } PACK,,PACK,Antibacterials,Macrolides,
359385,SCD,24 HR CLARITHROMYCIN 500 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Antibacterials,Macrolides,
685543,SBD,24 HR CLARITHROMYCIN 500 MG EXTENDED RELEASE ORAL TABLET [BIAXIN],BIAXIN,EXTENDED RELEASE ORAL TABLET,Antibacterials,Macrolides,
861416,SCD,AZITHROMYCIN 1000 MG POWDER FOR ORAL SUSPENSION,,POWDER FOR ORAL SUSPENSION,Antibacterials,Macrolides,
861417,SBD,AZITHROMYCIN 1000 MG POWDER FOR ORAL SUSPENSION [ZITHROMAX],ZITHROMAX,POWDER FOR ORAL SUSPENSION,Antibacterials,Macrolides,
308459,SCD,AZITHROMYCIN 20 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,Macrolides,
211307,SBD,AZITHROMYCIN 20 MG/ML ORAL SUSPENSION [ZITHROMAX],ZITHROMAX,ORAL SUSPENSION,Antibacterials,Macrolides,
308460,SCD,AZITHROMYCIN 250 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Macrolides,
212446,SBD,AZITHROMYCIN 250 MG ORAL TABLET [ZITHROMAX],ZITHROMAX,ORAL TABLET,Antibacterials,Macrolides,
583482,SBD,AZITHROMYCIN 33.3 MG/ML EXTENDED RELEASE SUSPENSION [ZMAX],ZMAX,EXTENDED RELEASE SUSPENSION,Antibacterials,Macrolides,
141963,SCD,AZITHROMYCIN 40 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,Macrolides,
105260,SBD,AZITHROMYCIN 40 MG/ML ORAL SUSPENSION [ZITHROMAX],ZITHROMAX,ORAL SUSPENSION,Antibacterials,Macrolides,
1668238,SCD,AZITHROMYCIN 500 MG INJECTION,,INJECTION,Antibacterials,Macrolides,
1668240,SBD,AZITHROMYCIN 500 MG INJECTION [ZITHROMAX],ZITHROMAX,INJECTION,Antibacterials,Macrolides,
248656,SCD,AZITHROMYCIN 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Macrolides,
226827,SBD,AZITHROMYCIN 500 MG ORAL TABLET [ZITHROMAX],ZITHROMAX,ORAL TABLET,Antibacterials,Macrolides,
204844,SCD,AZITHROMYCIN 600 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Macrolides,
211511,SBD,AZITHROMYCIN 600 MG ORAL TABLET [ZITHROMAX],ZITHROMAX,ORAL TABLET,Antibacterials,Macrolides,
597455,SCD,CLARITHROMYCIN 1000 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Antibacterials,Macrolides,
240741,SCD,CLARITHROMYCIN 25 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,Macrolides,
197516,SCD,CLARITHROMYCIN 250 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Macrolides,
205863,SBD,CLARITHROMYCIN 250 MG ORAL TABLET [BIAXIN],BIAXIN,ORAL TABLET,Antibacterials,Macrolides,
309322,SCD,CLARITHROMYCIN 50 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,Macrolides,
205860,SBD,CLARITHROMYCIN 50 MG/ML ORAL SUSPENSION [BIAXIN],BIAXIN,ORAL SUSPENSION,Antibacterials,Macrolides,
197517,SCD,CLARITHROMYCIN 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Macrolides,
205866,SBD,CLARITHROMYCIN 500 MG ORAL TABLET [BIAXIN],BIAXIN,ORAL TABLET,Antibacterials,Macrolides,
238936,SCD,ERYTHROMYCIN 0.02 MG/MG TOPICAL OINTMENT,,TOPICAL OINTMENT,Antibacterials,Macrolides,
310154,SCD,ERYTHROMYCIN 250 MG DELAYED RELEASE ORAL CAPSULE,,DELAYED RELEASE ORAL CAPSULE,Antibacterials,Macrolides,
206075,SBD,ERYTHROMYCIN 250 MG DELAYED RELEASE ORAL TABLET [ERY-TAB],ERY-TAB,DELAYED RELEASE ORAL TABLET,Antibacterials,Macrolides,
598006,SCD,ERYTHROMYCIN 250 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Macrolides,
245240,SCD,ERYTHROMYCIN 333 MG DELAYED RELEASE ORAL CAPSULE,,DELAYED RELEASE ORAL CAPSULE,Antibacterials,Macrolides,
206078,SBD,ERYTHROMYCIN 333 MG DELAYED RELEASE ORAL TABLET [ERY-TAB],ERY-TAB,DELAYED RELEASE ORAL TABLET,Antibacterials,Macrolides,
848119,SBD,ERYTHROMYCIN 333 MG DELAYED RELEASE ORAL TABLET [PCE],PCE,DELAYED RELEASE ORAL TABLET,Antibacterials,Macrolides,
206080,SBD,ERYTHROMYCIN 500 MG DELAYED RELEASE ORAL TABLET [ERY-TAB],ERY-TAB,DELAYED RELEASE ORAL TABLET,Antibacterials,Macrolides,
848121,SBD,ERYTHROMYCIN 500 MG DELAYED RELEASE ORAL TABLET [PCE],PCE,DELAYED RELEASE ORAL TABLET,Antibacterials,Macrolides,
197650,SCD,ERYTHROMYCIN 500 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Macrolides,
686400,SCD,ERYTHROMYCIN ETHYLSUCCINATE 40 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,Macrolides,
863603,SBD,ERYTHROMYCIN ETHYLSUCCINATE 40 MG/ML ORAL SUSPENSION [E.E.S.],E.E.S.,ORAL SUSPENSION,Antibacterials,Macrolides,
686402,SBD,ERYTHROMYCIN ETHYLSUCCINATE 40 MG/ML ORAL SUSPENSION [ERYPED],ERYPED,ORAL SUSPENSION,Antibacterials,Macrolides,
686405,SCD,ERYTHROMYCIN ETHYLSUCCINATE 400 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Macrolides,
863606,SBD,ERYTHROMYCIN ETHYLSUCCINATE 400 MG ORAL TABLET [E.E.S.],E.E.S.,ORAL TABLET,Antibacterials,Macrolides,
686420,SBD,ERYTHROMYCIN ETHYLSUCCINATE 80 MG/ML ORAL SUSPENSION [ERYPED],ERYPED,ORAL SUSPENSION,Antibacterials,Macrolides,
1668267,SBD,ERYTHROMYCIN LACTOBIONATE 500 MG INJECTION [ERYTHROCIN],ERYTHROCIN,INJECTION,Antibacterials,Macrolides,
750839,SBD,ERYTHROMYCIN STEARATE 250 MG ORAL TABLET [ERYTHROCIN STEARATE],ERYTHROCIN STEARATE,ORAL TABLET,Antibacterials,Macrolides,
750841,SBD,ERYTHROMYCIN STEARATE 500 MG ORAL TABLET [ERYTHROCIN STEARATE],ERYTHROCIN STEARATE,ORAL TABLET,Antibacterials,Macrolides,
1111110,SBD,FIDAXOMICIN 200 MG ORAL TABLET [DIFICID],DIFICID,ORAL TABLET,Antibacterials,Macrolides,
794246,BPCK,{5 (MOXIFLOXACIN 400 MG ORAL TABLET [AVELOX]) } PACK [AVELOX ABC],AVELOX,PACK,Antibacterials,Quinolones,
761979,GPCK,{5 (MOXIFLOXACIN 400 MG ORAL TABLET) } PACK,,PACK,Antibacterials,Quinolones,
1665210,SCD,100 ML CIPROFLOXACIN 2 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
1665507,SCD,100 ML LEVOFLOXACIN 5 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
1665508,SBD,100 ML LEVOFLOXACIN 5 MG/ML INJECTION [LEVAQUIN],LEVAQUIN,INJECTION,Antibacterials,Quinolones,
1665515,SCD,150 ML LEVOFLOXACIN 5 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
1665516,SBD,150 ML LEVOFLOXACIN 5 MG/ML INJECTION [LEVAQUIN],LEVAQUIN,INJECTION,Antibacterials,Quinolones,
1665227,SCD,20 ML CIPROFLOXACIN 10 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
1665517,SCD,20 ML LEVOFLOXACIN 25 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
1665212,SCD,200 ML CIPROFLOXACIN 2 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
1665214,SBD,200 ML CIPROFLOXACIN 2 MG/ML INJECTION [CIPRO],CIPRO,INJECTION,Antibacterials,Quinolones,
403921,SCD,24 HR CIPROFLOXACIN 1000 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Antibacterials,Quinolones,
847488,SBD,24 HR CIPROFLOXACIN 1000 MG EXTENDED RELEASE ORAL TABLET [CIPRO],CIPRO,EXTENDED RELEASE ORAL TABLET,Antibacterials,Quinolones,
359383,SCD,24 HR CIPROFLOXACIN 500 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Antibacterials,Quinolones,
899122,SBD,24 HR CIPROFLOXACIN 500 MG EXTENDED RELEASE ORAL TABLET [CIPRO],CIPRO,EXTENDED RELEASE ORAL TABLET,Antibacterials,Quinolones,
672912,SBD,24 HR CIPROFLOXACIN 500 MG EXTENDED RELEASE ORAL TABLET [PROQUIN],PROQUIN,EXTENDED RELEASE ORAL TABLET,Antibacterials,Quinolones,
351156,SCD,250 ML MOXIFLOXACIN 1.6 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
860777,SBD,250 ML MOXIFLOXACIN 1.6 MG/ML INJECTION [AVELOX],AVELOX,INJECTION,Antibacterials,Quinolones,
1665519,SCD,30 ML LEVOFLOXACIN 25 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
1665229,SCD,40 ML CIPROFLOXACIN 10 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
1665497,SCD,50 ML LEVOFLOXACIN 5 MG/ML INJECTION,,INJECTION,Antibacterials,Quinolones,
199370,SCD,CIPROFLOXACIN 100 MG ORAL TABLET,,ORAL TABLET,Antibacterials,Quinolones,
309310,SCD,CIPROFLOXACIN 100 MG/ML ORAL SUSPENSION,,ORAL SUSPENSION,Antibacterials,Quinolones,
213226,SBD,CIPROFLOXACIN 100 MG/ML ORAL SUSPENSION [CIPRO],CIPRO,ORAL SUSPENSION,Antibacterials,Quinolones,
